waypoint_idx,wp_x,wp_y,wp_z,link_id,link_point_idx,link_x,link_y,link_z,error_m
1325,-0.346732036963393,137.135321006212,28.4521302065287,A2256W000304,28255,-0.34673203696339316,137.1353210062119,28.452130206528686,8.52652909213828e-14
1326,-0.492144269104437,137.613707589935,28.4533789087657,A2256W000304,28256,-0.4921442691044374,137.61370758993525,28.45337890876573,2.557957703674514e-13
1327,-0.637556501245482,138.092094173659,28.4546276110028,A2256W000304,28257,-0.6375565012454817,138.09209417365858,28.45462761100277,4.2632577156030094e-13
1328,-0.782968733386526,138.570480757382,28.4558763132398,A2256W000304,28258,-0.782968733386526,138.57048075738192,28.455876313239813,8.526512829121202e-14
1329,-0.92838096552757,139.048867341105,28.4571250154769,A2256W000304,28259,-0.9283809655275702,139.04886734110525,28.457125015476855,2.5579548124714435e-13
1330,-1.0994553030436,139.518687391651,28.4554845432769,A2256W000304,28260,-1.0994553030436016,139.5186873916506,28.45548454327689,4.263284748283222e-13
1331,-1.27052964055963,139.988507442196,28.4538440710769,A2256W000304,28261,-1.270529640559633,139.98850744219592,28.453844071076922,8.531397567707322e-14
1332,-1.44160397807566,140.458327492741,28.452203598877,A2256W000304,28262,-1.4416039780756642,140.45832749274126,28.452203598876956,2.558301733510448e-13
1333,-1.6126783155917,140.928147543287,28.450563126677,A2256W000304,28263,-1.6126783155916955,140.9281475432866,28.45056312667699,3.97928713017933e-13
1334,-1.79945291267413,141.391946457884,28.4529749108791,A2256W000304,28264,-1.7994529126741254,141.39194645788393,28.452974910879078,5.703435146019826e-14
1335,-1.98622750975656,141.855745372481,28.4553866950812,A2256W000304,28265,-1.9862275097565554,141.85574537248127,28.455386695081167,2.558378820686095e-13
1336,-2.17300210683899,142.319544287079,28.4577984792833,A2256W000304,28266,-2.1730021068389855,142.3195442870786,28.457798479283255,3.97928713017933e-13
1337,-2.35977670392142,142.783343201676,28.4602102634853,A2256W000304,28267,-2.3597767039214155,142.78334320167593,28.460210263485344,5.701662731533487e-14
1338,-2.54655130100385,143.247142116273,28.4626220476874,A2256W000304,28268,-2.5465513010038454,143.24714211627327,28.462622047687432,2.558339313798741e-13
1339,-2.73332589808628,143.710941030871,28.4650338318895,A2256W000304,28269,-2.7333258980862754,143.7109410308706,28.46503383188952,3.97928713017933e-13
1340,-2.93862061170734,144.166851181294,28.4651575246947,A2256W000304,28270,-2.938620611707339,144.16685118129428,28.46515752469474,2.8422021678914463e-13
1341,-3.1439153253284,144.622761331718,28.4652812175,A2256W000304,28271,-3.1439153253284022,144.62276133171795,28.465281217499957,5.688677041670493e-14
1342,-3.34921003894947,145.078671482142,28.4654049103052,A2256W000304,28272,-3.3492100389494657,145.07867148214163,28.465404910305175,3.695089096849465e-13
1343,-3.55889117664143,145.532580812478,28.4650303042066,A2256W000304,28273,-3.558891176641432,145.53258081247807,28.46503030420664,8.529403544899535e-14
1344,-3.7685723143334,145.986490142815,28.4646556981081,A2256W000304,28274,-3.7685723143333987,145.98649014281452,28.464655698108103,4.831708970794103e-13
1345,-3.97825345202537,146.440399473151,28.4642810920096,A2256W000304,28275,-3.978253452025365,146.44039947315096,28.464281092009568,2.8838457124632236e-14
1346,-4.18793458971733,146.894308803487,28.463906485911,A2256W000304,28276,-4.187934589717331,146.8943088034874,28.463906485911032,3.979049232949791e-13
1347,-4.3976157274093,147.348218133824,28.4635318798125,A2256W000304,28277,-4.397615727409297,147.34821813382385,28.463531879812496,1.4213352497495056e-13
1348,-4.62529245045873,147.793372801064,28.4627368857135,A2256W000304,28278,-4.625292450458729,147.79337280106418,28.462736885713532,1.705325695313731e-13
1349,-4.85296917350816,148.238527468305,28.4619418916146,A2256W000304,28279,-4.852969173508161,148.2385274683045,28.46194189161457,4.831698766566378e-13
1350,-5.08064589655759,148.683682135545,28.4611468975156,A2256W000304,28280,-5.080645896557592,148.68368213554484,28.461146897515604,1.7055107199374142e-13
1351,-5.30832261960702,149.128836802785,28.4603519034166,A2256W000304,28281,-5.308322619607024,149.12883680278517,28.46035190341664,1.705672600018858e-13
1352,-5.54924376866471,149.566965626803,28.4599865252774,A2256W000304,28282,-5.5492437686647085,149.56696562680335,28.45998652527744,3.410651390627462e-13
1353,-5.79016491772239,150.005094450822,28.4596211471382,A2256W000304,28283,-5.790164917722393,150.00509445082153,28.45962114713824,4.831764073251429e-13
1354,-6.03108606678008,150.44322327484,28.459255768999,A2256W000304,28284,-6.031086066780078,150.4432232748397,28.45925576899904,2.8422958403864047e-13
1355,-6.27200721583776,150.881352098858,28.4588903908598,A2256W000304,28285,-6.272007215837762,150.8813520988579,28.45889039085984,1.1370071466249427e-13
1356,-6.51292836489545,151.319480922876,28.4585250127206,A2256W000304,28286,-6.512928364895447,151.31948092287607,28.45852501272064,5.695433295429594e-14
1357,-6.76242123513791,151.752785784079,28.4580722920135,A2256W000304,28287,-6.762421235137912,151.75278578407907,28.45807229201349,5.687116766346677e-14
1358,-7.01191410538038,152.186090645282,28.4576195713063,A2256W000304,28288,-7.011914105380376,152.18609064528206,28.457619571306342,5.695433295429594e-14
1359,-7.26140697562284,152.619395506485,28.4571668505992,A2256W000304,28289,-7.261406975622841,152.61939550648506,28.457166850599194,5.685035733124713e-14
1360,-7.51089984586531,153.052700367688,28.456714129892,A2256W000304,28290,-7.510899845865306,153.05270036768806,28.456714129892045,5.695433295429594e-14
1361,-7.76039271610777,153.486005228891,28.4562614091849,A2256W000304,28291,-7.760392716107771,153.48600522889106,28.456261409184897,5.685035733124713e-14
1362,-8.00988558635024,153.919310090094,28.4558086884777,A2256W000304,28292,-8.009885586350237,153.91931009009406,28.45580868847775,5.695433295429594e-14
1363,-8.27413115493164,154.343779224467,28.4553255221377,A2256W000304,28293,-8.274131154931643,154.34377922446708,28.455325522137723,8.533911106286719e-14
1364,-8.53837672351305,154.76824835884,28.4548423557977,A2256W000304,28294,-8.53837672351305,154.7682483588401,28.454842355797698,1.1368683772161603e-13
1365,-8.80262229209446,155.192717493213,28.4543591894577,A2256W000304,28295,-8.802622292094457,155.19271749321314,28.454359189457673,1.4215294913627869e-13
1366,-9.06686786067586,155.617186627586,28.4538760231176,A2256W000304,28296,-9.066867860675863,155.61718662758616,28.453876023117648,1.705672600018858e-13
1367,-9.33111342925727,156.041655761959,28.4533928567776,A2256W000304,28297,-9.33111342925727,156.0416557619592,28.453392856777622,1.9895196601282805e-13
1368,-9.59535899783868,156.466124896332,28.4529096904376,A2256W000304,28298,-9.595358997838677,156.46612489633222,28.452909690437597,2.2740142932498854e-13
1369,-9.87568120249541,156.880153187091,28.4527198805491,A2256W000304,28299,-9.87568120249541,156.88015318709094,28.452719880549072,5.684341886080802e-14
1370,-10.1560034071521,157.29418147785,28.4525300706605,A2256W000304,28300,-10.156003407152145,157.29418147784966,28.452530070660547,3.4393956722558403e-13
1371,-10.4363256118089,157.708209768608,28.452340260772,A2256W000304,28301,-10.43632561180888,157.70820976860838,28.452340260772022,3.984744947959471e-13
1372,-10.7166478164656,158.122238059367,28.4521504508835,A2256W000304,28302,-10.716647816465613,158.1222380593671,28.452150450883497,1.1457157353758233e-13
1373,-10.9969700211223,158.536266350126,28.451960640995,A2256W000304,28303,-10.996970021122348,158.53626635012583,28.451960640994972,1.7714651227075247e-13
1374,-11.2772922257791,158.950294640885,28.4517708311064,A2256W000304,28304,-11.277292225779082,158.95029464088455,28.451770831106447,4.550941633336394e-13
1375,-11.5576144304358,159.364322931643,28.4515810212179,A2256W000304,28305,-11.557614430435816,159.36432293164327,28.451581021217923,2.8466637951806537e-13
1376,-11.8483771491878,159.771087040781,28.4516110433831,A2256W000304,28306,-11.848377149187817,159.771087040781,28.45161104338311,1.7763568394002505e-14
1377,-12.1391398679398,160.177851149919,28.4516410655483,A2256W000304,28307,-12.139139867939818,160.17785114991872,28.451641065548298,2.847716647714797e-13
1378,-12.4299025866918,160.584615259056,28.4516710877135,A2256W000304,28308,-12.429902586691819,160.58461525905645,28.451671087713486,4.551669603743047e-13
1379,-12.7206653054438,160.991379368194,28.4517011098787,A2256W000304,28309,-12.72066530544382,160.99137936819417,28.451701109878673,1.7164608089960676e-13
1380,-13.0114280241958,161.398143477332,28.4517311320439,A2256W000304,28310,-13.011428024195821,161.3981434773319,28.45173113204386,1.156679772130055e-13
1381,-13.3021907429478,161.80490758647,28.451761154209,A2256W000304,28311,-13.302190742947822,161.80490758646962,28.45176115420905,3.70096604544455e-13
1382,-13.5929534616998,162.211671695607,28.4517911763742,A2256W000304,28312,-13.592953461699823,162.21167169560735,28.451791176374236,3.418414012553174e-13
1383,-13.9026114788953,162.604240581774,28.4505334003464,A2256W000304,28313,-13.902611478895313,162.60424058177387,28.450533400346433,1.426515191334506e-13
1384,-14.2122694960908,162.99680946794,28.4492756243186,A2256W000304,28314,-14.212269496090803,162.99680946794038,28.44927562431863,3.6949930255470167e-13
1385,-14.5219275132863,163.389378354107,28.4480178482908,A2256W000304,28315,-14.521927513286293,163.3893783541069,28.448017848290828,1.139086659085919e-13
1386,-14.8315855304818,163.781947240273,28.446760072263,A2256W000304,28316,-14.831585530481783,163.7819472402734,28.446760072263025,3.9822497417260203e-13
1387,-15.1412435476773,164.17451612644,28.4455022962352,A2256W000304,28317,-15.141243547677274,164.17451612643993,28.445502296235222,8.933150013973658e-14
1388,-15.4664758711025,164.554282793411,28.4444002719654,A2256W000304,28318,-15.466475871102487,164.55428279341052,28.44440027196539,4.833290365629905e-13
1389,-15.7917081945277,164.934049460381,28.4432982476956,A2256W000304,28319,-15.7917081945277,164.93404946038112,28.443298247695555,1.1368683772161603e-13
1390,-16.1169405179529,165.313816127352,28.4421962234257,A2256W000304,28320,-16.116940517952916,165.3138161273517,28.44219622342572,2.8457214390443806e-13
1391,-16.4421728413781,165.693582794322,28.4410941991559,A2256W000304,28321,-16.44217284137813,165.6935827943223,28.441094199155888,3.142696061245355e-13
1392,-16.7674051648033,166.073349461293,28.4399921748861,A2256W000304,28322,-16.767405164803346,166.0733494612929,28.439992174886054,9.697021187062789e-14
1393,-17.1006168613661,166.446135989302,28.4395800963519,A2256W000304,28323,-17.100616861366124,166.44613598930195,28.43958009635185,6.204547701064548e-14
1394,-17.4338285579289,166.818922517311,28.4391680178176,A2256W000304,28324,-17.4338285579289,166.818922517311,28.439168017817646,0.0
1395,-17.7670402544917,167.19170904532,28.4387559392834,A2256W000304,28325,-17.76704025449168,167.19170904532004,28.438755939283443,3.552713678800501e-14
1396,-18.1002519510545,167.564495573329,28.4383438607492,A2256W000304,28326,-18.100251951054457,167.56449557332908,28.43834386074924,9.532931148469529e-14
1397,-18.4334636476172,167.937282101338,28.437931782215,A2256W000304,28327,-18.433463647617234,167.93728210133813,28.437931782215035,1.191086668529821e-13
1398,-18.7812400784293,168.296519557963,28.4378691007905,A2256W000304,28328,-18.78124007842932,168.29651955796348,28.43786910079047,4.836390438425052e-13
1399,-19.1290165092414,168.655757014589,28.4378064193659,A2256W000304,28329,-19.129016509241406,168.65575701458883,28.437806419365902,1.7067822212573437e-13
1400,-19.4767929400535,169.014994471214,28.4377437379413,A2256W000304,28330,-19.476792940053492,169.01499447121418,28.437743737941336,1.7067822212573437e-13
1401,-19.8245693708656,169.37423192784,28.4376810565168,A2256W000304,28331,-19.82456937086558,169.37423192783953,28.43768105651677,4.552466771099645e-13
1402,-20.1723458016777,169.733469384465,28.4376183750922,A2256W000304,28332,-20.172345801677665,169.73346938446488,28.437618375092203,1.191086668529821e-13
1403,-20.5201222324898,170.09270684109,28.4375556936676,A2256W000304,28333,-20.52012223248975,170.09270684109023,28.437555693667637,2.327502010382318e-13
1404,-20.8844471028222,170.435148007114,28.4387543050562,A2256W000304,28334,-20.88444710282219,170.4351480071144,28.438754305056154,3.9804664939153777e-13
1405,-21.2487719731546,170.777589173139,28.4399529164447,A2256W000304,28335,-21.24877197315463,170.77758917313858,28.43995291644467,4.272719814472597e-13
1406,-21.6130968434871,171.120030339163,28.4411515278332,A2256W000304,28336,-21.613096843487067,171.12003033916275,28.44115152783319,2.5778604045956023e-13
1407,-21.9774217138195,171.462471505187,28.4423501392217,A2256W000304,28337,-21.977421713819506,171.46247150518693,28.442350139221706,8.556067554929069e-14
1408,-22.3417465841519,171.804912671211,28.4435487506102,A2256W000304,28338,-22.341746584151945,171.8049126712111,28.443548750610223,9.697021187062789e-14
1409,-22.7060714544844,172.147353837235,28.4447473619987,A2256W000304,28339,-22.706071454484384,172.14735383723527,28.44474736199874,2.8457214390443806e-13
1410,-23.0703963248168,172.489795003259,28.4459459733873,A2256W000304,28340,-23.070396324816823,172.48979500325945,28.445945973387257,4.552466771099645e-13
1411,-23.4347211951493,172.832236169284,28.4471445847758,A2256W000304,28341,-23.43472119514926,172.83223616928362,28.447144584775774,3.7154319738953005e-13
1412,-23.7990460654817,173.174677335308,28.4483431961643,A2256W000304,28342,-23.7990460654817,173.1746773353078,28.44834319616429,1.9895196601282805e-13
1413,-24.1754496975095,173.503795933606,28.4494630402114,A2256W000304,28343,-24.175449697509507,173.50379593360572,28.449463040211356,2.8430589827255737e-13
1414,-24.5518533295373,173.832914531904,28.4505828842584,A2256W000304,28344,-24.551853329537312,173.83291453190364,28.45058288425842,3.697554072703522e-13
1415,-24.9282569615651,174.162033130202,28.4517027283055,A2256W000304,28345,-24.92825696156512,174.16203313020156,28.451702728305484,4.2669555531433594e-13
1416,-25.3046605935929,174.491151728499,28.4528225723525,A2256W000304,28346,-25.304660593592924,174.4911517284995,28.45282257235255,4.838086479148327e-13
1417,-25.6810642256207,174.820270326797,28.4539424163996,A2256W000304,28347,-25.68106422562073,174.8202703267974,28.453942416399613,4.275230008971302e-13
1418,-26.0574678576485,175.149388925095,28.4550622604467,A2256W000304,28348,-26.057467857648536,175.14938892509534,28.455062260446677,3.429058924670487e-13
1419,-26.4477478769624,175.461926933078,28.4562870422826,A2256W000304,28349,-26.447747876962353,175.46192693307813,28.456287042282614,1.4942529592199414e-13
1420,-26.8380278962762,175.774464941061,28.4575118241186,A2256W000304,28350,-26.83802789627617,175.77446494106093,28.45751182411855,8.987733679556355e-14
1421,-27.22830791559,176.087002949044,28.4587366059545,A2256W000304,28351,-27.228307915589987,176.08700294904372,28.45873660595449,2.8457214390443806e-13
1422,-27.6185879349038,176.399540957027,28.4599613877904,A2256W000304,28352,-27.618587934903804,176.39954095702652,28.459961387790425,4.831821215876772e-13
1423,-28.0088679542176,176.712078965009,28.4611861696264,A2256W000304,28353,-28.00886795421762,176.7120789650093,28.461186169626362,3.1336465257254453e-13
1424,-28.3991479735314,177.024616972992,28.4624109514623,A2256W000304,28354,-28.399147973531438,177.0246169729921,28.4624109514623,1.202161876938748e-13
1425,-28.7995952642909,177.324019554348,28.462659146587,A2256W000304,28355,-28.799595264290893,177.32401955434804,28.462659146586986,2.929642751054232e-14
1426,-29.2000425550503,177.623422135704,28.4629073417117,A2256W000304,28356,-29.20004255505035,177.62342213570398,28.462907341711674,5.728578676879116e-14
1427,-29.6004898458098,177.92282471706,28.4631555368364,A2256W000304,28357,-29.600489845809804,177.9228247170599,28.46315553683636,8.533911106286719e-14
1428,-30.0009371365693,178.222227298416,28.463403731961,A2256W000304,28358,-30.00093713656926,178.22222729841585,28.463403731961048,1.4738410323425584e-13
1429,-30.4013844273287,178.521629879772,28.4636519270857,A2256W000304,28359,-30.401384427328715,178.52162987977178,28.463651927085735,2.278173318171838e-13
1430,-30.8018317180882,178.821032461128,28.4639001222104,A2256W000304,28360,-30.80183171808817,178.82103246112771,28.463900122210422,2.8563464471519893e-13
1431,-31.2148076074752,179.102902517015,28.4643318386848,A2256W000304,28361,-31.214807607475183,179.102902517015,28.4643318386848,1.7763568394002505e-14
1432,-31.6277834968622,179.384772572902,28.4647635551592,A2256W000304,28362,-31.627783496862197,179.38477257290228,28.464763555159177,2.842392978972386e-13
1433,-32.0407593862492,179.66664262879,28.4651952716336,A2256W000304,28363,-32.040759386249206,179.66664262878956,28.465195271633554,4.2638484923934065e-13
1434,-32.4537352756362,179.948512684677,28.4656269881079,A2256W000304,28364,-32.45373527563622,179.94851268467684,28.465626988107932,1.718573603063735e-13
1435,-32.8667111650232,180.230382740564,28.4660587045823,A2256W000304,28365,-32.86671116502323,180.23038274056412,28.46605870458231,1.191086668529821e-13
1436,-33.2796870544102,180.512252796451,28.4664904210567,A2256W000304,28366,-33.279687054410246,180.5122527964514,28.466490421056687,4.001813022207649e-13
1437,-33.6926629437973,180.794122852339,28.4669221375311,A2256W000304,28367,-33.69266294379726,180.7941228523387,28.466922137531064,3.1553218080907923e-13
1438,-34.1056388331843,181.075992908226,28.4673538540054,A2256W000304,28368,-34.10563883318427,181.07599290822597,28.46735385400544,4.0194366942304644e-14
1439,-34.5317456030622,181.337589843322,28.4676072563911,A2256W000304,28369,-34.53174560306224,181.33758984332155,28.46760725639105,4.567413805031093e-13
1440,-34.9578523729402,181.599186778417,28.4678606587767,A2256W000304,28370,-34.95785237294021,181.59918677841713,28.46786065877666,1.4228607195221903e-13
1441,-35.3839591428182,181.860783713513,28.4681140611623,A2256W000304,28371,-35.38395914281818,181.86078371351272,28.46811406116227,2.850153339314201e-13
1442,-35.8100659126961,182.122380648608,28.4683674635479,A2256W000304,28372,-35.810065912696146,182.1223806486083,28.46836746354788,3.1553218080907923e-13
1443,-36.2361726825741,182.383977583704,28.4686208659335,A2256W000304,28373,-36.236172682574114,182.38397758370388,28.46862086593349,1.1457157353758233e-13
1444,-36.6622794524521,182.645574518799,28.4688742683191,A2256W000304,28374,-36.66227945245208,182.64557451879946,28.4688742683191,4.549693413077341e-13
1445,-37.0935552273614,182.898558963656,28.4691511022695,A2256W000304,28375,-37.09355522736137,182.89855896365597,28.469151102269496,4.0194366942304644e-14
1446,-37.5248310022707,183.151543408512,28.4694279362199,A2256W000304,28376,-37.52483100227066,183.15154340851248,28.46942793621989,4.850462620958073e-13
1447,-37.9561067771799,183.404527853369,28.4697047701703,A2256W000304,28377,-37.95610677717995,183.404527853369,28.469704770170285,4.973799150320701e-14
1448,-38.3873825520892,183.657512298225,28.4699816041207,A2256W000304,28378,-38.387382552089235,183.6575122982255,28.46998160412068,5.128228672153378e-13
1449,-38.8186583269985,183.910496743082,28.4702584380711,A2256W000304,28379,-38.81865832699852,183.910496743082,28.470258438071074,2.1316282072803006e-14
1450,-39.2499341019078,184.163481187939,28.4705352720215,A2256W000304,28380,-39.24993410190781,184.16348118793852,28.47053527202147,4.833779982986627e-13
1451,-39.6812098768171,184.416465632795,28.4708121059719,A2256W000304,28381,-39.6812098768171,184.41646563279502,28.470812105971863,2.842170943040401e-14
1452,-40.1255672269077,184.64569596193,28.4708524154558,A2256W000304,28382,-40.12556722690775,184.6456959619305,28.470852415455834,5.140029022188294e-13
1453,-40.5699245769984,184.874926291066,28.4708927249398,A2256W000304,28383,-40.569924576998396,184.87492629106598,28.470892724939805,2.929642751054232e-14
1454,-41.014281927089,185.104156620201,28.4709330344238,A2256W000304,28384,-41.014281927089044,185.10415662020145,28.470933034423776,4.567413805031093e-13
1455,-41.4586392771797,185.333386949337,28.4709733439077,A2256W000304,28385,-41.45863927717969,185.33338694933693,28.470973343907747,8.556067554929069e-14
1456,-41.9029966272703,185.562617278472,28.4710136533917,A2256W000304,28386,-41.90299662727034,185.5626172784724,28.47101365339172,4.001813022207649e-13
1457,-42.347353977361,185.791847607608,28.4710539628757,A2256W000304,28387,-42.34735397736099,185.79184760760788,28.47105396287569,1.1457157353758233e-13
1458,-42.7917113274516,186.021077936743,28.4710942723597,A2256W000304,28388,-42.79171132745164,186.02107793674335,28.47109427235966,3.429058924670487e-13
1459,-43.2469241501021,186.227914281958,28.4709829497343,A2256W000304,28389,-43.2469241501021,186.22791428195828,28.470982949734257,2.8421709430404007e-13
1460,-43.7021369727526,186.434750627173,28.4708716271089,A2256W000304,28390,-43.70213697275257,186.4347506271732,28.470871627108853,2.0097183471152322e-13
1461,-44.157349795403,186.641586972388,28.4707603044834,A2256W000304,28391,-44.157349795403036,186.64158697238813,28.47076030448345,1.191086668529821e-13
1462,-44.6125626180535,186.848423317603,28.470648981858,A2256W000304,28392,-44.6125626180535,186.84842331760305,28.470648981858044,5.684341886080802e-14
1463,-45.067775440704,187.055259662818,28.4705376592326,A2256W000304,28393,-45.06777544070397,187.05525966281797,28.47053765923264,4.0194366942304644e-14
1464,-45.5229882633544,187.262096008033,28.4704263366072,A2256W000304,28394,-45.522988263354435,187.2620960080329,28.470426336607236,1.191086668529821e-13
1465,-45.9872261000435,187.447791495191,28.4710721192932,A2256W000304,28395,-45.98722610004349,187.44779149519127,28.47107211929319,2.558940523353088e-13
1466,-46.4514639367326,187.63348698235,28.4717179019791,A2256W000304,28396,-46.45146393673255,187.63348698234964,28.471717901979144,3.728149415094579e-13
1467,-46.9157017734216,187.819182469508,28.4723636846651,A2256W000304,28397,-46.91570177342161,187.819182469508,28.472363684665098,7.105427357601002e-15
1468,-47.3799396101107,188.004877956666,28.4730094673511,A2256W000304,28398,-47.37993961011067,188.00487795666638,28.47300946735105,3.7118632822651356e-13
1469,-47.8441774467997,188.190573443825,28.473655250037,A2256W000304,28399,-47.844177446799726,188.19057344382475,28.473655250037005,2.5736952517654053e-13
1470,-48.3084152834888,188.376268930983,28.474301032723,A2256W000304,28400,-48.308415283488785,188.37626893098312,28.47430103272296,1.1457157353758233e-13
1471,-48.7726531201778,188.561964418141,28.4749468154089,A2256W000304,28401,-48.77265312017784,188.56196441814149,28.474946815408913,4.850462620958073e-13
1472,-49.2430152919878,188.731550272529,28.4746912341051,A2256W000304,28402,-49.24301529198784,188.73155027252912,28.474691234105105,1.191086668529821e-13
1473,-49.7133774637978,188.901136126917,28.4744356528013,A2256W000304,28403,-49.71337746379783,188.90113612691675,28.474435652801297,2.582507625758445e-13
1474,-50.1837396356078,189.070721981304,28.4741800714975,A2256W000304,28404,-50.18373963560783,189.0707219813044,28.47418007149749,3.989177016483779e-13
1475,-50.6541018074178,189.240307835692,28.4739244901937,A2256W000304,28405,-50.654101807417824,189.24030783569202,28.47392449019368,3.552713678800501e-14
1476,-51.1244639792278,189.40989369008,28.4736689088899,A2256W000304,28406,-51.12446397922782,189.40989369007966,28.473668908889874,3.4172599772577567e-13
1477,-51.5948261510378,189.579479544467,28.4734133275861,A2256W000304,28407,-51.594826151037815,189.5794795444673,28.473413327586066,2.8457214390443806e-13
1478,-52.0651883228478,189.749065398855,28.4731577462823,A2256W000304,28408,-52.06518832284781,189.74906539885492,28.473157746282258,8.556067554929069e-14
1479,-52.53775694392,189.912399943596,28.4723063520784,A2256W000304,28409,-52.53775694391999,189.91239994359623,28.472306352078427,2.278173318171838e-13
1480,-53.0103255649922,190.075734488338,28.4714549578746,A2256W000304,28410,-53.010325564992165,190.07573448833753,28.471454957874595,4.561330185226789e-13
1481,-53.4828941860643,190.239069033079,28.4706035636708,A2256W000304,28411,-53.48289418606434,190.23906903307883,28.470603563670764,1.757785650632539e-13
1482,-53.9554628071365,190.40240357782,28.4697521694669,A2256W000304,28412,-53.95546280713652,190.40240357782014,28.469752169466933,1.4369837526939964e-13
1483,-54.4280314282087,190.565738122561,28.4689007752631,A2256W000304,28413,-54.4280314282087,190.56573812256144,28.4689007752631,4.547473508864641e-13
1484,-54.9006000492809,190.729072667303,28.4680493810593,A2256W000304,28414,-54.900600049280875,190.72907266730275,28.46804938105927,2.5668202664787205e-13
1485,-55.3738512404265,190.89041714321,28.4669223612944,A2256W000304,28415,-55.373851240426504,190.8904171432097,28.466922361294433,2.8430589827255737e-13
1486,-55.8471024315721,191.051761619117,28.4657953415296,A2256W000304,28416,-55.84710243157213,191.05176161911666,28.465795341529596,3.429058924670487e-13
1487,-56.3203536227178,191.213106095024,28.4646683217648,A2256W000304,28417,-56.32035362271776,191.21310609502362,28.46466832176476,3.7193366120795873e-13
1488,-56.7936048138634,191.374450570931,28.4635413019999,A2256W000304,28418,-56.79360481386339,191.37445057093058,28.46354130199992,4.2656242328017795e-13
1489,-57.266856005009,191.535795046838,28.4624142822351,A2256W000304,28419,-57.26685600500902,191.53579504683753,28.462414282235084,4.552466771099645e-13
1490,-57.7401071961546,191.697139522744,28.4612872624702,A2256W000304,28420,-57.740107196154646,191.6971395227445,28.461287262470247,4.857223575729847e-13
1491,-58.2121999568927,191.861840287055,28.4598438310608,A2256W000304,28421,-58.21219995689271,191.86184028705503,28.459843831060773,3.1776437161565096e-14
1492,-58.6842927176308,192.026541051366,28.4584003996513,A2256W000304,28422,-58.684292717630775,192.02654105136557,28.4584003996513,4.2685821585665706e-13
1493,-59.1563854783688,192.191241815676,28.4569569682418,A2256W000304,28423,-59.15638547836884,192.1912418156761,28.456956968241826,1.214175959108492e-13
1494,-59.6284782391069,192.355942579987,28.4555135368324,A2256W000304,28424,-59.628478239106904,192.35594257998665,28.455513536832353,3.411345200037716e-13
1495,-60.100570999845,192.520643344297,28.4540701054229,A2256W000304,28425,-60.10057099984497,192.52064334429718,28.45407010542288,1.7288250917028504e-13
1496,-60.572663760583,192.685344108608,28.4526266740134,A2256W000304,28426,-60.57266376058303,192.68534410860772,28.452626674013406,2.864289338439558e-13
1497,-61.0447565213211,192.850044872918,28.4511832426039,A2256W000304,28427,-61.0447565213211,192.85004487291826,28.451183242603932,2.5579538487363607e-13
1498,-61.5168492820592,193.014745637229,28.4497398111945,A2256W000304,28428,-61.51684928205916,193.0147456372288,28.44973981119446,2.0209913960411387e-13
1499,-61.9889420427972,193.179446401539,28.448296379785,A2256W000304,28429,-61.98894204279723,193.17944640153934,28.448296379784985,3.4224270219716276e-13
1500,-62.4578616621649,193.352976949624,28.4470556326052,A2256W000304,28430,-62.45786166216494,193.35297694962375,28.447055632605185,2.582507625758445e-13
1501,-62.9267812815326,193.526507497708,28.4458148854254,A2256W000304,28431,-62.92678128153265,193.52650749770817,28.445814885425385,1.7763568394002505e-13
1502,-63.3957009009004,193.700038045793,28.4445741382456,A2256W000304,28432,-63.39570090090036,193.70003804579258,28.444574138245585,4.284519670727984e-13
1503,-63.8646205202681,193.873568593877,28.4433333910658,A2256W000304,28433,-63.86462052026807,193.873568593877,28.443333391065785,2.842170943040401e-14
1504,-64.3335401396358,194.047099141961,28.442092643886,A2256W000304,28434,-64.33354013963579,194.0470991419614,28.442092643885985,3.981576164199481e-13
1505,-64.8024597590035,194.220629690046,28.4408518967062,A2256W000304,28435,-64.8024597590035,194.22062969004583,28.440851896706185,1.7053025658242404e-13
1506,-65.2626904017415,194.416042068513,28.4395260660587,A2256W000304,28436,-65.26269040174148,194.41604206851267,28.439526066058722,3.4135644425146874e-13
1507,-65.7229210444795,194.61145444698,28.4382002354113,A2256W000304,28437,-65.72292104447946,194.6114544469795,28.43820023541126,4.850462620958073e-13
1508,-66.1831516872174,194.806866825446,28.4368744047638,A2256W000304,28438,-66.18315168721745,194.80686682544635,28.436874404763795,3.43714720612747e-13
1509,-66.6353323851901,195.020247033684,28.4356483894468,A2256W000304,28439,-66.63533238519007,195.02024703368375,28.43564838944676,2.5736952517654053e-13
1510,-67.0875130831627,195.233627241921,28.4344223741297,A2256W000304,28440,-67.08751308316269,195.23362724192114,28.434422374129728,1.4281732235759946e-13
1511,-67.5396937811353,195.447007450159,28.4331963588127,A2256W000304,28441,-67.53969378113531,195.44700745015854,28.433196358812694,4.549693413077341e-13
1512,-67.9918744791079,195.660387658396,28.4319703434957,A2256W000304,28442,-67.99187447910793,195.66038765839593,28.43197034349566,6.355287432313019e-14
1513,-68.4352411804148,195.891526370185,28.4310407817912,A2256W000304,28443,-68.43524118041476,195.89152637018464,28.431040781791193,3.7193366120795873e-13
1514,-68.8786078817216,196.122665081973,28.4301112200867,A2256W000304,28444,-68.87860788172159,196.12266508197334,28.430111220086726,3.4135644425146874e-13
