waypoint_idx,x,y,right_ok,left_ok,ego_lane,road_width,link_id
999,-60.471,24.511,1,0,1,3.50,A2256W000315
1000,-60.475,25.010,1,0,1,3.50,A2256W000315
1001,-60.480,25.510,1,0,1,3.50,A2256W000315
1002,-60.484,26.010,1,0,1,3.50,A2256W000315
1003,-60.489,26.510,1,0,1,3.50,A2256W000315
1004,-60.493,27.010,1,0,1,3.50,A2256W000315
1005,-60.498,27.510,1,0,1,3.50,A2256W000315
1006,-60.502,28.010,1,0,1,3.50,A2256W000315
1007,-60.507,28.510,1,0,1,3.50,A2256W000315
1008,-60.511,29.010,1,0,1,3.50,A2256W000315
1009,-60.516,29.510,1,0,1,3.50,A2256W000315
1010,-60.521,30.010,1,0,1,3.50,A2256W000315
1011,-60.525,30.510,1,0,1,3.50,A2256W000315
1012,-60.530,31.010,1,0,1,3.50,A2256W000315
1013,-60.534,31.510,1,0,1,3.50,A2256W000315
1014,-60.539,32.010,1,0,1,3.50,A2256W000315
1015,-60.539,32.510,1,0,1,3.50,A2256W000315
1016,-60.539,33.010,1,0,1,3.50,A2256W000315
1017,-60.540,33.510,1,0,1,3.50,A2256W000315
1018,-60.540,34.010,1,0,1,3.50,A2256W000315
1019,-60.541,34.510,1,0,1,3.50,A2256W000315
1020,-60.541,35.010,1,0,1,3.50,A2256W000315
1021,-60.541,35.510,1,0,1,3.50,A2256W000315
1022,-60.542,36.010,1,0,1,3.50,A2256W000315
1023,-60.544,36.510,1,0,1,3.50,A2256W000315
1024,-60.546,37.010,1,0,1,3.50,A2256W000315
1025,-60.548,37.510,1,0,1,3.50,A2256W000315
1026,-60.550,38.010,1,0,1,3.50,A2256W000315
1027,-60.552,38.510,1,0,1,3.50,A2256W000315
1028,-60.554,39.010,1,0,1,3.50,A2256W000315
1029,-60.561,39.510,1,0,1,3.50,A2256W000315
1030,-60.567,40.010,1,0,1,3.50,A2256W000315
1031,-60.573,40.510,1,0,1,3.50,A2256W000315
1032,-60.580,41.010,1,0,1,3.50,A2256W000315
1033,-60.586,41.510,1,0,1,3.50,A2256W000315
1034,-60.593,42.010,1,0,1,3.50,A2256W000315
1035,-60.599,42.510,1,0,1,3.50,A2256W000315
1036,-60.605,43.010,1,0,1,3.50,A2256W000315
1037,-60.611,43.510,1,0,1,3.50,A2256W000315
1038,-60.616,44.010,1,0,1,3.50,A2256W000315
1039,-60.621,44.510,1,0,1,3.50,A2256W000315
1040,-60.626,45.010,1,0,1,3.50,A2256W000315
1041,-60.632,45.510,1,0,1,3.50,A2256W000315
1042,-60.637,46.010,1,0,1,3.50,A2256W000315
1043,-60.642,46.510,1,0,1,3.50,A2256W000315
1044,-60.647,47.010,1,0,1,3.50,A2256W000315
1045,-60.649,47.510,1,0,1,3.50,A2256W000315
1046,-60.650,48.010,1,0,1,3.50,A2256W000315
1047,-60.651,48.510,1,0,1,3.50,A2256W000315
1048,-60.653,49.010,1,0,1,3.50,A2256W000315
1049,-60.654,49.510,1,0,1,3.50,A2256W000315
1050,-60.655,50.010,1,0,1,3.50,A2256W000315
1051,-60.663,50.510,1,0,1,3.50,A2256W000315
1052,-60.671,51.009,1,0,1,3.50,A2256W000315
1053,-60.679,51.509,1,0,1,3.50,A2256W000315
1054,-60.687,52.009,1,0,1,3.50,A2256W000315
1055,-60.694,52.509,1,0,1,3.50,A2256W000315
1056,-60.702,53.009,1,0,1,3.50,A2256W000315
1057,-60.710,53.509,1,0,1,3.50,A2256W000315
1058,-60.718,54.009,1,0,1,3.50,A2256W000315
1059,-60.726,54.509,1,0,1,3.50,A2256W000315
1060,-60.734,55.009,1,0,1,3.50,A2256W000315
1061,-60.743,55.509,1,0,1,3.50,A2256W000315
1062,-60.751,56.009,1,0,1,3.50,A2256W000315
1063,-60.760,56.509,1,0,1,3.50,A2256W000315
1064,-60.768,57.009,1,0,1,3.50,A2256W000315
1065,-60.776,57.509,1,0,1,3.50,A2256W000315
1066,-60.785,58.009,1,0,1,3.50,A2256W000315
1067,-60.790,58.509,1,0,1,3.50,A2256W000315
1068,-60.795,59.008,1,0,1,3.50,A2256W000315
1069,-60.800,59.508,1,0,1,3.50,A2256W000315
1070,-60.805,60.008,1,0,1,3.50,A2256W000315
1071,-60.810,60.508,1,0,1,3.50,A2256W000315
1072,-60.815,61.008,1,0,1,3.50,A2256W000315
1073,-60.820,61.508,1,0,1,3.50,A2256W000315
1074,-60.825,62.008,1,0,1,3.50,A2256W000315
1075,-60.834,62.508,1,0,1,3.50,A2256W000315
1076,-60.842,63.008,1,0,1,3.50,A2256W000315
1077,-60.850,63.508,1,0,1,3.50,A2256W000315
1078,-60.858,64.008,1,0,1,3.50,A2256W000315
1079,-60.866,64.508,1,0,1,3.50,A2256W000315
1080,-60.874,65.008,1,0,1,3.50,A2256W000315
1081,-60.882,65.508,1,0,1,3.50,A2256W000315
1082,-60.890,66.008,1,0,1,3.50,A2256W000315
1083,-60.899,66.508,1,0,1,3.50,A2256W000315
1084,-60.908,67.008,1,0,1,3.50,A2256W000315
1085,-60.917,67.508,1,0,1,3.50,A2256W000315
1086,-60.925,68.007,1,0,1,3.50,A2256W000315
1087,-60.934,68.507,1,0,1,3.50,A2256W000315
1088,-60.943,69.007,1,0,1,3.50,A2256W000315
1089,-60.951,69.507,1,0,1,3.50,A2256W000315
1090,-60.960,70.007,1,0,1,3.50,A2256W000315
1091,-60.956,70.507,1,0,1,3.50,A2256W000315
1092,-60.951,71.007,1,0,1,3.50,A2256W000315
1093,-60.947,71.507,1,0,1,3.50,A2256W000315
1094,-60.942,72.007,1,0,1,3.50,A2256W000315
1095,-60.938,72.507,1,0,1,3.50,A2256W000315
1096,-60.933,73.007,1,0,1,3.50,A2256W000315
1097,-60.929,73.507,1,0,1,3.50,A2256W000315
1098,-60.924,74.007,1,0,1,3.50,A2256W000315
1099,-60.920,74.507,1,0,1,3.50,A2256W000315
1100,-60.915,75.007,1,0,1,3.50,A2256W000315
1101,-60.911,75.507,1,0,1,3.50,A2256W000315
1102,-60.906,76.007,1,0,1,3.50,A2256W000315
1103,-60.902,76.507,1,0,1,3.50,A2256W000315
1104,-60.897,77.007,1,0,1,3.50,A2256W000315
1105,-60.893,77.507,1,0,1,3.50,A2256W000315
1106,-60.888,78.007,1,0,1,3.50,A2256W000315
1107,-60.884,78.507,1,0,1,3.50,A2256W000315
1108,-60.879,79.007,1,0,1,3.50,A2256W000315
1109,-60.876,79.306,1,0,1,3.50,A2256W000315
1110,-60.863,79.806,0,0,1,3.50,A2256W000318
1111,-60.850,80.306,0,0,1,3.50,A2256W000318
1112,-60.837,80.806,0,0,1,3.50,A2256W000318
1113,-60.794,81.304,0,0,1,3.50,A2256W000318
1114,-60.752,81.802,0,0,1,3.50,A2256W000318
1115,-60.709,82.300,0,0,1,3.50,A2256W000318
1116,-60.626,82.793,0,0,1,3.50,A2256W000318
1117,-60.520,83.282,0,0,1,3.50,A2256W000318
1118,-60.413,83.771,0,0,1,3.50,A2256W000318
1119,-60.307,84.259,0,0,1,3.50,A2256W000318
1120,-60.174,84.741,0,0,1,3.50,A2256W000318
1121,-60.041,85.223,0,0,1,3.50,A2256W000318
1122,-59.870,85.693,0,0,1,3.50,A2256W000318
1123,-59.700,86.163,0,0,1,3.50,A2256W000318
1124,-59.505,86.624,0,0,1,3.50,A2256W000318
1125,-59.309,87.084,0,0,1,3.50,A2256W000318
1126,-59.082,87.529,0,0,1,3.50,A2256W000318
1127,-58.854,87.974,0,0,1,3.50,A2256W000318
1128,-58.608,88.410,0,0,1,3.50,A2256W000318
1129,-58.363,88.845,0,0,1,3.50,A2256W000318
1130,-58.093,89.266,0,0,1,3.50,A2256W000318
1131,-57.823,89.687,0,0,1,3.50,A2256W000318
1132,-57.554,90.108,0,0,1,3.50,A2256W000318
1133,-57.262,90.514,0,0,1,3.50,A2256W000318
1134,-56.970,90.920,0,0,1,3.50,A2256W000318
1135,-56.658,91.311,0,0,1,3.50,A2256W000318
1136,-56.346,91.701,0,0,1,3.50,A2256W000318
1137,-56.021,92.081,0,0,1,3.50,A2256W000318
1138,-55.696,92.461,0,0,1,3.50,A2256W000318
1139,-55.346,92.819,0,0,1,3.50,A2256W000318
1140,-54.997,93.177,0,0,1,3.50,A2256W000318
1141,-54.648,93.535,0,0,1,3.50,A2256W000318
1142,-54.272,93.865,0,0,1,3.50,A2256W000318
1143,-53.876,94.169,0,0,1,3.50,A2256W000318
1144,-53.479,94.474,0,0,1,3.50,A2256W000318
1145,-53.083,94.779,0,0,1,3.50,A2256W000318
1146,-52.668,95.058,0,0,1,3.50,A2256W000318
1147,-52.253,95.337,0,0,1,3.50,A2256W000318
1148,-51.830,95.602,0,0,1,3.50,A2256W000318
1149,-51.406,95.867,0,0,1,3.50,A2256W000318
1150,-50.973,96.118,0,0,1,3.50,A2256W000318
1151,-50.540,96.369,0,0,1,3.50,A2256W000318
1152,-50.094,96.595,0,0,1,3.50,A2256W000318
1153,-49.638,96.799,0,0,1,3.50,A2256W000318
1154,-49.182,97.003,0,0,1,3.50,A2256W000318
1155,-48.723,97.203,0,0,1,3.50,A2256W000318
1156,-48.264,97.400,0,0,1,3.50,A2256W000318
1157,-47.804,97.596,0,0,1,3.50,A2256W000318
1158,-47.335,97.770,0,0,1,3.50,A2256W000318
1159,-46.866,97.944,0,0,1,3.50,A2256W000318
1160,-46.391,98.100,0,0,1,3.50,A2256W000318
1161,-45.912,98.245,0,0,1,3.50,A2256W000318
1162,-45.431,98.378,0,0,1,3.50,A2256W000318
1163,-44.939,98.469,0,0,1,3.50,A2256W000318
1164,-44.443,98.533,0,0,1,3.50,A2256W000318
1165,-43.945,98.575,0,0,1,3.50,A2256W000318
1166,-43.447,98.617,0,0,1,3.50,A2256W000318
1167,-42.948,98.650,0,0,1,3.50,A2256W000318
1168,-42.449,98.683,0,0,1,3.50,A2256W000318
1169,-41.950,98.716,0,0,1,3.50,A2256W000318
1170,-41.701,98.733,0,0,1,3.50,A2256W000323
1171,-41.201,98.737,1,0,1,3.50,A2256W000308
1172,-40.701,98.741,1,0,1,3.50,A2256W000308
1173,-40.201,98.745,1,0,1,3.50,A2256W000308
1174,-39.701,98.749,1,0,1,3.50,A2256W000308
1175,-39.201,98.753,1,0,1,3.50,A2256W000308
1176,-38.701,98.757,1,0,1,3.50,A2256W000308
1177,-38.201,98.761,1,0,1,3.50,A2256W000308
1178,-37.701,98.767,1,0,1,3.50,A2256W000308
1179,-37.201,98.774,1,0,1,3.50,A2256W000308
1180,-36.701,98.781,1,0,1,3.50,A2256W000308
1181,-36.201,98.788,1,0,1,3.50,A2256W000308
1182,-35.701,98.795,1,0,1,3.50,A2256W000308
1183,-35.201,98.802,1,0,1,3.50,A2256W000308
1184,-34.701,98.809,1,0,1,3.50,A2256W000308
1185,-34.201,98.815,1,0,1,3.50,A2256W000308
1186,-33.701,98.822,1,0,1,3.50,A2256W000308
1187,-33.201,98.829,1,0,1,3.50,A2256W000308
1188,-32.701,98.830,1,0,1,3.50,A2256W000308
1189,-32.201,98.830,1,0,1,3.50,A2256W000308
1190,-31.701,98.831,1,0,1,3.50,A2256W000308
1191,-31.201,98.832,1,0,1,3.50,A2256W000308
1192,-30.701,98.832,1,0,1,3.50,A2256W000308
1193,-30.201,98.833,1,0,1,3.50,A2256W000308
1194,-29.701,98.834,1,0,1,3.50,A2256W000308
1195,-29.201,98.834,1,0,1,3.50,A2256W000308
1196,-28.701,98.835,1,0,1,3.50,A2256W000308
1197,-28.201,98.836,1,0,1,3.50,A2256W000308
1198,-27.701,98.838,1,0,1,3.50,A2256W000308
1199,-27.201,98.840,1,0,1,3.50,A2256W000308
1200,-26.701,98.842,1,0,1,3.50,A2256W000308
1201,-26.201,98.844,1,0,1,3.50,A2256W000308
1202,-25.701,98.846,1,0,1,3.50,A2256W000308
1203,-25.201,98.848,1,0,1,3.50,A2256W000308
1204,-24.701,98.849,1,0,1,3.50,A2256W000308
1205,-24.201,98.851,1,0,1,3.50,A2256W000308
1206,-23.701,98.853,1,0,1,3.50,A2256W000308
1207,-23.201,98.855,1,0,1,3.50,A2256W000308
1208,-22.701,98.859,1,0,1,3.50,A2256W000308
1209,-22.201,98.863,1,0,1,3.50,A2256W000308
1210,-21.701,98.868,1,0,1,3.50,A2256W000308
1211,-21.201,98.872,1,0,1,3.50,A2256W000308
1212,-20.701,98.876,1,0,1,3.50,A2256W000308
1213,-20.201,98.880,1,0,1,3.50,A2256W000308
1214,-19.701,98.884,1,0,1,3.50,A2256W000308
1215,-19.201,98.889,1,0,1,3.50,A2256W000308
1216,-18.702,98.894,1,0,1,3.50,A2256W000308
1217,-18.202,98.899,1,0,1,3.50,A2256W000308
1218,-17.702,98.904,1,0,1,3.50,A2256W000308
1219,-17.202,98.910,1,0,1,3.50,A2256W000308
1220,-16.702,98.915,1,0,1,3.50,A2256W000308
1221,-16.202,98.917,1,0,1,3.50,A2256W000308
1222,-15.702,98.919,1,0,1,3.50,A2256W000308
1223,-15.202,98.921,1,0,1,3.50,A2256W000308
1224,-14.702,98.924,1,0,1,3.50,A2256W000308
1225,-14.202,98.926,1,0,1,3.50,A2256W000308
1226,-13.702,98.928,1,0,1,3.50,A2256W000308
1227,-13.202,98.930,1,0,1,3.50,A2256W000308
1228,-12.702,98.933,1,0,1,3.50,A2256W000308
1229,-12.693,98.933,0,0,1,3.50,A2256W000297
1230,-12.194,98.950,0,0,1,3.50,A2256W000083
1231,-11.694,98.967,0,0,1,3.50,A2256W000083
1232,-11.194,98.984,0,0,1,3.50,A2256W000083
1233,-10.696,99.032,0,0,1,3.50,A2256W000083
1234,-10.199,99.081,0,0,1,3.50,A2256W000083
1235,-9.701,99.129,0,0,1,3.50,A2256W000083
1236,-9.209,99.215,0,0,1,3.50,A2256W000083
1237,-8.716,99.300,0,0,1,3.50,A2256W000083
1238,-8.233,99.429,0,0,1,3.50,A2256W000083
1239,-7.750,99.558,0,0,1,3.50,A2256W000083
1240,-7.267,99.687,0,0,1,3.50,A2256W000083
1241,-6.796,99.855,0,0,1,3.50,A2256W000083
1242,-6.325,100.023,0,0,1,3.50,A2256W000083
1243,-5.870,100.231,0,0,1,3.50,A2256W000083
1244,-5.416,100.440,0,0,1,3.50,A2256W000083
1245,-4.962,100.649,0,0,1,3.50,A2256W000083
1246,-4.526,100.895,0,0,1,3.50,A2256W000083
1247,-4.091,101.141,0,0,1,3.50,A2256W000083
1248,-3.679,101.423,0,0,1,3.50,A2256W000083
1249,-3.266,101.706,0,0,1,3.50,A2256W000083
1250,-2.870,102.011,0,0,1,3.50,A2256W000083
1251,-2.474,102.317,0,0,1,3.50,A2256W000083
1252,-2.105,102.654,0,0,1,3.50,A2256W000083
1253,-1.736,102.992,0,0,1,3.50,A2256W000083
1254,-1.367,103.329,0,0,1,3.50,A2256W000083
1255,-1.026,103.694,0,0,1,3.50,A2256W000083
1256,-0.684,104.059,0,0,1,3.50,A2256W000083
1257,-0.377,104.454,0,0,1,3.50,A2256W000083
1258,-0.069,104.848,0,0,1,3.50,A2256W000083
1259,0.238,105.242,0,0,1,3.50,A2256W000083
1260,0.512,105.660,0,0,1,3.50,A2256W000083
1261,0.787,106.078,0,0,1,3.50,A2256W000083
1262,1.023,106.519,0,0,1,3.50,A2256W000083
1263,1.259,106.960,0,0,1,3.50,A2256W000083
1264,1.495,107.400,0,0,1,3.50,A2256W000083
1265,1.694,107.859,0,0,1,3.50,A2256W000083
1266,1.893,108.318,0,0,1,3.50,A2256W000083
1267,2.051,108.792,0,0,1,3.50,A2256W000083
1268,2.209,109.267,0,0,1,3.50,A2256W000083
1269,2.341,109.749,0,0,1,3.50,A2256W000083
1270,2.472,110.232,0,0,1,3.50,A2256W000083
1271,2.546,110.726,0,0,1,3.50,A2256W000083
1272,2.619,111.221,0,0,1,3.50,A2256W000083
1273,2.693,111.715,0,0,1,3.50,A2256W000083
1274,2.767,112.210,0,0,1,3.50,A2256W000083
1275,2.792,112.709,0,0,1,3.50,A2256W000083
1276,2.816,113.208,0,0,1,3.50,A2256W000083
1277,2.841,113.708,0,0,1,3.50,A2256W000083
1278,2.866,114.207,0,0,1,3.50,A2256W000083
1279,2.891,114.707,0,0,1,3.50,A2256W000083
1280,2.903,114.942,0,0,1,3.50,A2256W000300
1281,2.890,115.442,1,0,1,3.50,A2256W000304
1282,2.878,115.942,1,0,1,3.50,A2256W000304
1283,2.865,116.442,1,0,1,3.50,A2256W000304
1284,2.852,116.942,1,0,1,3.50,A2256W000304
1285,2.840,117.441,1,0,1,3.50,A2256W000304
1286,2.805,117.940,1,0,1,3.50,A2256W000304
1287,2.770,118.439,1,0,1,3.50,A2256W000304
1288,2.735,118.938,1,0,1,3.50,A2256W000304
1289,2.700,119.436,1,0,1,3.50,A2256W000304
1290,2.665,119.935,1,0,1,3.50,A2256W000304
1291,2.630,120.434,1,0,1,3.50,A2256W000304
1292,2.587,120.932,1,0,1,3.50,A2256W000304
1293,2.543,121.430,1,0,1,3.50,A2256W000304
1294,2.500,121.928,1,0,1,3.50,A2256W000304
1295,2.457,122.426,1,0,1,3.50,A2256W000304
1296,2.414,122.925,1,0,1,3.50,A2256W000304
1297,2.356,123.421,1,0,1,3.50,A2256W000304
1298,2.298,123.918,1,0,1,3.50,A2256W000304
1299,2.241,124.415,1,0,1,3.50,A2256W000304
1300,2.183,124.911,1,0,1,3.50,A2256W000304
1301,2.120,125.407,1,0,1,3.50,A2256W000304
1302,2.057,125.903,1,0,1,3.50,A2256W000304
1303,1.994,126.399,1,0,1,3.50,A2256W000304
1304,1.931,126.895,1,0,1,3.50,A2256W000304
1305,1.854,127.389,1,0,1,3.50,A2256W000304
1306,1.777,127.883,1,0,1,3.50,A2256W000304
1307,1.700,128.377,1,0,1,3.50,A2256W000304
1308,1.623,128.871,1,0,1,3.50,A2256W000304
1309,1.546,129.365,1,0,1,3.50,A2256W000304
1310,1.444,129.855,1,0,1,3.50,A2256W000304
1311,1.343,130.345,1,0,1,3.50,A2256W000304
1312,1.242,130.834,1,0,1,3.50,A2256W000304
1313,1.141,131.324,1,0,1,3.50,A2256W000304
1314,1.026,131.811,1,0,1,3.50,A2256W000304
1315,0.911,132.297,1,0,1,3.50,A2256W000304
1316,0.796,132.784,1,0,1,3.50,A2256W000304
1317,0.682,133.271,1,0,1,3.50,A2256W000304
1318,0.559,133.755,1,0,1,3.50,A2256W000304
1319,0.436,134.240,1,0,1,3.50,A2256W000304
1320,0.313,134.725,1,0,1,3.50,A2256W000304
1321,0.190,135.209,1,0,1,3.50,A2256W000304
1322,0.067,135.694,1,0,1,3.50,A2256W000304
1323,-0.056,136.179,1,0,1,3.50,A2256W000304
1324,-0.201,136.657,1,0,1,3.50,A2256W000304
1325,-0.347,137.135,1,0,1,3.50,A2256W000304
1326,-0.492,137.614,1,0,1,3.50,A2256W000304
1327,-0.638,138.092,1,0,1,3.50,A2256W000304
1328,-0.783,138.570,1,0,1,3.50,A2256W000304
1329,-0.928,139.049,1,0,1,3.50,A2256W000304
1330,-1.099,139.519,1,0,1,3.50,A2256W000304
1331,-1.271,139.989,1,0,1,3.50,A2256W000304
1332,-1.442,140.458,1,0,1,3.50,A2256W000304
1333,-1.613,140.928,1,0,1,3.50,A2256W000304
1334,-1.799,141.392,1,0,1,3.50,A2256W000304
1335,-1.986,141.856,1,0,1,3.50,A2256W000304
1336,-2.173,142.320,1,0,1,3.50,A2256W000304
1337,-2.360,142.783,1,0,1,3.50,A2256W000304
1338,-2.547,143.247,1,0,1,3.50,A2256W000304
1339,-2.733,143.711,1,0,1,3.50,A2256W000304
1340,-2.939,144.167,1,0,1,3.50,A2256W000304
1341,-3.144,144.623,1,0,1,3.50,A2256W000304
1342,-3.349,145.079,1,0,1,3.50,A2256W000304
1343,-3.559,145.533,1,0,1,3.50,A2256W000304
1344,-3.769,145.986,1,0,1,3.50,A2256W000304
1345,-3.978,146.440,1,0,1,3.50,A2256W000304
1346,-4.188,146.894,1,0,1,3.50,A2256W000304
1347,-4.398,147.348,1,0,1,3.50,A2256W000304
1348,-4.625,147.793,1,0,1,3.50,A2256W000304
1349,-4.853,148.239,1,0,1,3.50,A2256W000304
1350,-5.081,148.684,1,0,1,3.50,A2256W000304
1351,-5.308,149.129,1,0,1,3.50,A2256W000304
1352,-5.549,149.567,1,0,1,3.50,A2256W000304
1353,-5.790,150.005,1,0,1,3.50,A2256W000304
1354,-6.031,150.443,1,0,1,3.50,A2256W000304
1355,-6.272,150.881,1,0,1,3.50,A2256W000304
1356,-6.513,151.319,1,0,1,3.50,A2256W000304
1357,-6.762,151.753,1,0,1,3.50,A2256W000304
1358,-7.012,152.186,1,0,1,3.50,A2256W000304
1359,-7.261,152.619,1,0,1,3.50,A2256W000304
1360,-7.511,153.053,1,0,1,3.50,A2256W000304
1361,-7.760,153.486,1,0,1,3.50,A2256W000304
1362,-8.010,153.919,1,0,1,3.50,A2256W000304
1363,-8.274,154.344,1,0,1,3.50,A2256W000304
1364,-8.538,154.768,1,0,1,3.50,A2256W000304
1365,-8.803,155.193,1,0,1,3.50,A2256W000304
1366,-9.067,155.617,1,0,1,3.50,A2256W000304
1367,-9.331,156.042,1,0,1,3.50,A2256W000304
1368,-9.595,156.466,1,0,1,3.50,A2256W000304
1369,-9.876,156.880,1,0,1,3.50,A2256W000304
1370,-10.156,157.294,1,0,1,3.50,A2256W000304
1371,-10.436,157.708,1,0,1,3.50,A2256W000304
1372,-10.717,158.122,1,0,1,3.50,A2256W000304
1373,-10.997,158.536,1,0,1,3.50,A2256W000304
1374,-11.277,158.950,1,0,1,3.50,A2256W000304
1375,-11.558,159.364,1,0,1,3.50,A2256W000304
1376,-11.848,159.771,1,0,1,3.50,A2256W000304
1377,-12.139,160.178,1,0,1,3.50,A2256W000304
1378,-12.430,160.585,1,0,1,3.50,A2256W000304
1379,-12.721,160.991,1,0,1,3.50,A2256W000304
1380,-13.011,161.398,1,0,1,3.50,A2256W000304
1381,-13.302,161.805,1,0,1,3.50,A2256W000304
1382,-13.593,162.212,1,0,1,3.50,A2256W000304
1383,-13.903,162.604,1,0,1,3.50,A2256W000304
1384,-14.212,162.997,1,0,1,3.50,A2256W000304
1385,-14.522,163.389,1,0,1,3.50,A2256W000304
1386,-14.832,163.782,1,0,1,3.50,A2256W000304
1387,-15.141,164.175,1,0,1,3.50,A2256W000304
1388,-15.466,164.554,1,0,1,3.50,A2256W000304
1389,-15.792,164.934,1,0,1,3.50,A2256W000304
1390,-16.117,165.314,1,0,1,3.50,A2256W000304
1391,-16.442,165.694,1,0,1,3.50,A2256W000304
1392,-16.767,166.073,1,0,1,3.50,A2256W000304
1393,-17.101,166.446,1,0,1,3.50,A2256W000304
1394,-17.434,166.819,1,0,1,3.50,A2256W000304
1395,-17.767,167.192,1,0,1,3.50,A2256W000304
1396,-18.100,167.564,1,0,1,3.50,A2256W000304
1397,-18.433,167.937,1,0,1,3.50,A2256W000304
1398,-18.781,168.297,1,0,1,3.50,A2256W000304
1399,-19.129,168.656,1,0,1,3.50,A2256W000304
1400,-19.477,169.015,1,0,1,3.50,A2256W000304
1401,-19.825,169.374,1,0,1,3.50,A2256W000304
1402,-20.172,169.733,1,0,1,3.50,A2256W000304
1403,-20.520,170.093,1,0,1,3.50,A2256W000304
1404,-20.884,170.435,1,0,1,3.50,A2256W000304
1405,-21.249,170.778,1,0,1,3.50,A2256W000304
1406,-21.613,171.120,1,0,1,3.50,A2256W000304
1407,-21.977,171.462,1,0,1,3.50,A2256W000304
1408,-22.342,171.805,1,0,1,3.50,A2256W000304
1409,-22.706,172.147,1,0,1,3.50,A2256W000304
1410,-23.070,172.490,1,0,1,3.50,A2256W000304
1411,-23.435,172.832,1,0,1,3.50,A2256W000304
1412,-23.799,173.175,1,0,1,3.50,A2256W000304
1413,-24.175,173.504,1,0,1,3.50,A2256W000304
1414,-24.552,173.833,1,0,1,3.50,A2256W000304
1415,-24.928,174.162,1,0,1,3.50,A2256W000304
1416,-25.305,174.491,1,0,1,3.50,A2256W000304
1417,-25.681,174.820,1,0,1,3.50,A2256W000304
1418,-26.057,175.149,1,0,1,3.50,A2256W000304
1419,-26.448,175.462,1,0,1,3.50,A2256W000304
1420,-26.838,175.774,1,0,1,3.50,A2256W000304
1421,-27.228,176.087,1,0,1,3.50,A2256W000304
1422,-27.619,176.400,1,0,1,3.50,A2256W000304
1423,-28.009,176.712,1,0,1,3.50,A2256W000304
1424,-28.399,177.025,1,0,1,3.50,A2256W000304
1425,-28.800,177.324,1,0,1,3.50,A2256W000304
1426,-29.200,177.623,1,0,1,3.50,A2256W000304
1427,-29.600,177.923,1,0,1,3.50,A2256W000304
1428,-30.001,178.222,1,0,1,3.50,A2256W000304
1429,-30.401,178.522,1,0,1,3.50,A2256W000304
1430,-30.802,178.821,1,0,1,3.50,A2256W000304
1431,-31.215,179.103,1,0,1,3.50,A2256W000304
1432,-31.628,179.385,1,0,1,3.50,A2256W000304
1433,-32.041,179.667,1,0,1,3.50,A2256W000304
1434,-32.454,179.949,1,0,1,3.50,A2256W000304
1435,-32.867,180.230,1,0,1,3.50,A2256W000304
1436,-33.280,180.512,1,0,1,3.50,A2256W000304
1437,-33.693,180.794,1,0,1,3.50,A2256W000304
1438,-34.106,181.076,1,0,1,3.50,A2256W000304
1439,-34.532,181.338,1,0,1,3.50,A2256W000304
1440,-34.958,181.599,1,0,1,3.50,A2256W000304
1441,-35.384,181.861,1,0,1,3.50,A2256W000304
1442,-35.810,182.122,1,0,1,3.50,A2256W000304
1443,-36.236,182.384,1,0,1,3.50,A2256W000304
1444,-36.662,182.646,1,0,1,3.50,A2256W000304
1445,-37.094,182.899,1,0,1,3.50,A2256W000304
1446,-37.525,183.152,1,0,1,3.50,A2256W000304
1447,-37.956,183.405,1,0,1,3.50,A2256W000304
1448,-38.387,183.658,1,0,1,3.50,A2256W000304
1449,-38.819,183.910,1,0,1,3.50,A2256W000304
1450,-39.250,184.163,1,0,1,3.50,A2256W000304
1451,-39.681,184.416,1,0,1,3.50,A2256W000304
1452,-40.126,184.646,1,0,1,3.50,A2256W000304
1453,-40.570,184.875,1,0,1,3.50,A2256W000304
1454,-41.014,185.104,1,0,1,3.50,A2256W000304
1455,-41.459,185.333,1,0,1,3.50,A2256W000304
1456,-41.903,185.563,1,0,1,3.50,A2256W000304
1457,-42.347,185.792,1,0,1,3.50,A2256W000304
1458,-42.792,186.021,1,0,1,3.50,A2256W000304
1459,-43.247,186.228,1,0,1,3.50,A2256W000304
1460,-43.702,186.435,1,0,1,3.50,A2256W000304
1461,-44.157,186.642,1,0,1,3.50,A2256W000304
1462,-44.613,186.848,1,0,1,3.50,A2256W000304
1463,-45.068,187.055,1,0,1,3.50,A2256W000304
1464,-45.523,187.262,1,0,1,3.50,A2256W000304
1465,-45.987,187.448,1,0,1,3.50,A2256W000304
1466,-46.451,187.633,1,0,1,3.50,A2256W000304
1467,-46.916,187.819,1,0,1,3.50,A2256W000304
1468,-47.380,188.005,1,0,1,3.50,A2256W000304
1469,-47.844,188.191,1,0,1,3.50,A2256W000304
1470,-48.308,188.376,1,0,1,3.50,A2256W000304
1471,-48.773,188.562,1,0,1,3.50,A2256W000304
1472,-49.243,188.732,1,0,1,3.50,A2256W000304
1473,-49.713,188.901,1,0,1,3.50,A2256W000304
1474,-50.184,189.071,1,0,1,3.50,A2256W000304
1475,-50.654,189.240,1,0,1,3.50,A2256W000304
1476,-51.124,189.410,1,0,1,3.50,A2256W000304
1477,-51.595,189.579,1,0,1,3.50,A2256W000304
1478,-52.065,189.749,1,0,1,3.50,A2256W000304
1479,-52.538,189.912,1,0,1,3.50,A2256W000304
1480,-53.010,190.076,1,0,1,3.50,A2256W000304
1481,-53.483,190.239,1,0,1,3.50,A2256W000304
