x,y,z
-14.190582275390625,-224.2076416015625,28.821800231933594
-13.928540229797363,-223.72686767578125,28.80290412902832
-13.661150932312012,-223.22598266601562,28.802305221557617
-13.41542911529541,-222.7166748046875,28.82232666015625
-13.186867713928223,-222.20553588867188,28.822620391845703
-12.904163360595703,-221.59580993652344,28.80571174621582
-12.613186836242676,-220.9645538330078,28.80294418334961
-12.313639640808105,-220.311767578125,28.820234298706055
-12.01190185546875,-219.6508026123047,28.82470703125
-11.72549057006836,-218.99032592773438,28.82524299621582
-11.45656967163086,-218.354248046875,28.826393127441406
-11.181310653686523,-217.7211151123047,28.82697296142578
-10.911944389343262,-217.09860229492188,28.827754974365234
-10.639034271240234,-216.4643096923828,28.82901382446289
-10.369485855102539,-215.83782958984375,28.829025268554688
-10.10824203491211,-215.2315673828125,28.829181671142578
-9.848441123962402,-214.62843322753906,28.831058502197266
-9.59666633605957,-214.0443115234375,28.83277702331543
-9.338825225830078,-213.44610595703125,28.834606170654297
-9.086745262145996,-212.8600311279297,28.838245391845703
-8.840524673461914,-212.28753662109375,28.842180252075195
-8.595195770263672,-211.7172088623047,28.844680786132812
-8.35828685760498,-211.16729736328125,28.84626007080078
-8.115461349487305,-210.603271484375,28.84813117980957
-7.874772071838379,-210.04383850097656,28.84967041015625
-7.644877910614014,-209.509765625,28.85073471069336
-7.415069580078125,-208.97607421875,28.85161590576172
-7.1828508377075195,-208.43661499023438,28.85249900817871
-6.9629716873168945,-207.92532348632812,28.853425979614258
-6.739742755889893,-207.40597534179688,28.854745864868164
-6.514157772064209,-206.88177490234375,28.85687255859375
-6.293208122253418,-206.36837768554688,28.859004974365234
-6.076993942260742,-205.8658447265625,28.86101531982422
-5.863260746002197,-205.36895751953125,28.86312484741211
-5.647649765014648,-204.8675537109375,28.865280151367188
-5.440688133239746,-204.38131713867188,28.86722183227539
-5.242119312286377,-203.90045166015625,28.868703842163086
-5.04149866104126,-203.4241485595703,28.870336532592773
-4.843558311462402,-202.94895935058594,28.87228012084961
-4.606581687927246,-202.33035278320312,28.87441062927246
-4.43348503112793,-201.85421752929688,28.87557029724121
-4.248939514160156,-201.36949157714844,28.869003295898438
-4.010829925537109,-200.73822021484375,28.856983184814453
-3.8267931938171387,-200.2471923828125,28.857751846313477
-3.6342086791992188,-199.7330322265625,28.870994567871094
-3.444998025894165,-199.22824096679688,28.879032135009766
-3.2622714042663574,-198.74008178710938,28.88088035583496
-3.078357219696045,-198.2425079345703,28.88142967224121
-2.8945486545562744,-197.74110412597656,28.882381439208984
-2.7135634422302246,-197.2520294189453,28.8831729888916
-2.534735679626465,-196.76467895507812,28.883586883544922
-2.2843523025512695,-196.05294799804688,28.883953094482422
-2.1173665523529053,-195.57962036132812,28.884765625
-1.9472382068634033,-195.09877014160156,28.885766983032227
-1.7150547504425049,-194.40133666992188,28.88591766357422
-1.4965054988861084,-193.71823120117188,28.885400772094727
-1.2702347040176392,-193.03289794921875,28.885528564453125
-1.0433334112167358,-192.34393310546875,28.884878158569336
-0.8797032237052917,-191.844482421875,28.87358856201172
-0.6959316730499268,-191.2836151123047,28.867658615112305
-0.48929718136787415,-190.65188598632812,28.870574951171875
-0.2872876524925232,-190.0189971923828,28.883596420288086
-0.09221227467060089,-189.38674926757812,28.89043426513672
0.0961097776889801,-188.78070068359375,28.891334533691406
0.2856786251068115,-188.16896057128906,28.891082763671875
0.4685942530632019,-187.54078674316406,28.88654136657715
0.6409666538238525,-186.87806701660156,28.87948989868164
0.7913123369216919,-186.20571899414062,28.884435653686523
0.9181906580924988,-185.5074005126953,28.887914657592773
1.0240626335144043,-184.83660888671875,28.886795043945312
1.1278027296066284,-184.1672821044922,28.884984970092773
1.2361924648284912,-183.499755859375,28.884967803955078
1.3488566875457764,-182.84115600585938,28.886192321777344
1.468663215637207,-182.19873046875,28.886795043945312
1.5908983945846558,-181.5618896484375,28.886625289916992
1.707899808883667,-180.93203735351562,28.886146545410156
1.828126072883606,-180.27639770507812,28.88587760925293
1.9486453533172607,-179.62216186523438,28.886234283447266
2.0692355632781982,-178.97344970703125,28.8865966796875
2.1885416507720947,-178.33175659179688,28.885433197021484
2.306879997253418,-177.69320678710938,28.883188247680664
2.4240612983703613,-177.06005859375,28.882923126220703
2.534679651260376,-176.4644012451172,28.884735107421875
2.6499485969543457,-175.84469604492188,28.886842727661133
2.7626466751098633,-175.23794555664062,28.88811683654785
2.8716635704040527,-174.6500244140625,28.887571334838867
2.991433620452881,-174.00411987304688,28.87883758544922
3.1140897274017334,-173.3426055908203,28.882835388183594
3.2291839122772217,-172.72201538085938,28.888160705566406
3.3493733406066895,-172.07406616210938,28.889806747436523
3.4687395095825195,-171.42735290527344,28.889081954956055
3.574843645095825,-170.82138061523438,28.88850212097168
3.6720926761627197,-170.1923065185547,28.887907028198242
3.7628111839294434,-169.55734252929688,28.88739585876465
